Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-12-04,6.170000076293945,6.269999980926514,5.130000114440918,5.380000114440918,5.380000114440918,8813700,0.0,0.0
2023-12-05,5.300000190734863,5.920000076293945,5.210000038146973,5.559999942779541,5.559999942779541,5586400,0.0,0.0
2023-12-06,5.599999904632568,5.670000076293945,5.239999771118164,5.400000095367432,5.400000095367432,3245600,0.0,0.0
2023-12-07,5.349999904632568,6.119999885559082,5.210000038146973,5.809999942779541,5.809999942779541,4414100,0.0,0.0
2023-12-08,5.900000095367432,6.21999979019165,5.679999828338623,5.820000171661377,5.820000171661377,5073800,0.0,0.0
2023-12-11,5.639999866485596,5.670000076293945,4.940000057220459,5.010000228881836,5.010000228881836,4626700,0.0,0.0
2023-12-12,5.130000114440918,5.199999809265137,4.940000057220459,5.150000095367432,5.150000095367432,2654300,0.0,0.0
2023-12-13,5.150000095367432,5.855000019073486,4.949999809265137,5.789999961853027,5.789999961853027,5831700,0.0,0.0
2023-12-14,5.900000095367432,6.0,5.599999904632568,5.869999885559082,5.869999885559082,4638400,0.0,0.0
2023-12-15,5.800000190734863,6.150000095367432,5.570000171661377,6.010000228881836,6.010000228881836,4491700,0.0,0.0
2023-12-18,5.800000190734863,6.396999835968018,5.699999809265137,6.0,6.0,4102300,0.0,0.0
2023-12-19,6.199999809265137,6.385000228881836,5.260000228881836,5.71999979019165,5.71999979019165,8671900,0.0,0.0
2023-12-20,5.929999828338623,5.98799991607666,5.465000152587891,5.53000020980835,5.53000020980835,6597300,0.0,0.0
2023-12-21,5.849999904632568,7.730000019073486,5.78000020980835,7.679999828338623,7.679999828338623,18683300,0.0,0.0
2023-12-22,7.739999771118164,8.800000190734863,7.284999847412109,8.369999885559082,8.369999885559082,10156500,0.0,0.0
2023-12-26,8.335000038146973,8.970000267028809,8.1899995803833,8.789999961853027,8.789999961853027,5778100,0.0,0.0
2023-12-27,8.970000267028809,9.6899995803833,8.829999923706055,9.5600004196167,9.5600004196167,7588600,0.0,0.0
2023-12-28,9.229999542236328,9.274999618530273,8.279999732971191,8.539999961853027,8.539999961853027,6366100,0.0,0.0
2023-12-29,8.710000038146973,8.734999656677246,6.659999847412109,7.150000095367432,7.150000095367432,9799500,0.0,0.0
2024-01-02,7.860000133514404,7.889999866485596,6.75,6.800000190734863,6.800000190734863,7081700,0.0,0.0
2024-01-03,6.25,6.840000152587891,6.03000020980835,6.539999961853027,6.539999961853027,5020800,0.0,0.0
2024-01-04,6.75,7.130000114440918,6.563000202178955,6.739999771118164,6.739999771118164,3334100,0.0,0.0
2024-01-05,6.789999961853027,6.800000190734863,6.119999885559082,6.190000057220459,6.190000057220459,3925100,0.0,0.0
2024-01-08,6.360000133514404,6.71999979019165,5.78000020980835,6.420000076293945,6.420000076293945,7622700,0.0,0.0
2024-01-09,6.28000020980835,6.400000095367432,6.070000171661377,6.079999923706055,6.079999923706055,3431500,0.0,0.0
2024-01-10,5.96999979019165,6.679999828338623,5.78000020980835,6.449999809265137,6.449999809265137,3890500,0.0,0.0
2024-01-11,7.0,7.139999866485596,5.760000228881836,6.039999961853027,6.039999961853027,7566200,0.0,0.0
2024-01-12,5.820000171661377,5.849999904632568,5.130000114440918,5.150000095367432,5.150000095367432,6151900,0.0,0.0
2024-01-16,5.119999885559082,5.119999885559082,4.684999942779541,4.809999942779541,4.809999942779541,6836800,0.0,0.0
