Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-03-05,42518.37109375,43135.921875,42418.73046875,43006.58984375,43006.58984375,582350000,0.0,0.0
2025-03-06,42848.48828125,42970.48828125,42381.55859375,42579.078125,42579.078125,643880000,0.0,0.0
2025-03-07,42503.0703125,42898.6796875,42175.62109375,42801.71875,42801.71875,763440000,0.0,0.0
2025-03-10,42507.6484375,42541.359375,41612.921875,41911.7109375,41911.7109375,840180000,0.0,0.0
2025-03-11,41837.94921875,41868.26953125,41175.37109375,41433.48046875,41433.48046875,828160000,0.0,0.0
2025-03-12,41577.5,41721.359375,41010.23828125,41350.9296875,41350.9296875,712360000,0.0,0.0
2025-03-13,41280.05078125,41360.12109375,40661.76953125,40813.5703125,40813.5703125,646770000,0.0,0.0
2025-03-14,41057.5703125,41528.109375,40929.5390625,41488.19140625,41488.19140625,600240000,0.0,0.0
2025-03-17,41460.21875,42013.1015625,41412.75,41841.62890625,41841.62890625,564190000,0.0,0.0
2025-03-18,41772.91015625,41787.25,41415.4296875,41581.30859375,41581.30859375,569810000,0.0,0.0
2025-03-19,41613.19140625,42178.41015625,41613.19140625,41964.62890625,41964.62890625,577530000,0.0,0.0
2025-03-20,41795.26171875,42250.2890625,41695.609375,41953.3203125,41953.3203125,545240000,0.0,0.0
2025-03-21,41763.3984375,42011.3984375,41433.859375,41985.3515625,41985.3515625,1026600000,0.0,0.0
2025-03-24,42180.140625,42638.8515625,42180.140625,42583.3203125,42583.3203125,548840000,0.0,0.0
2025-03-25,42635.5390625,42696.609375,42441.828125,42587.5,42587.5,452200000,0.0,0.0
2025-03-26,42655.8515625,42821.828125,42326.671875,42454.7890625,42454.7890625,592650000,0.0,0.0
2025-03-27,42432.9609375,42523.83984375,42142.19140625,42299.69921875,42299.69921875,484540000,0.0,0.0
2025-03-28,42245.8203125,42258.1484375,41530.0,41583.8984375,41583.8984375,532360000,0.0,0.0
2025-03-31,41382.51953125,42147.37890625,41148.12890625,42001.76171875,42001.76171875,732220000,0.0,0.0
2025-04-01,41879.75,42140.66015625,41519.8984375,41989.9609375,41989.9609375,514610000,0.0,0.0
2025-04-02,41736.078125,42382.26953125,41629.69921875,42225.3203125,42225.3203125,492050000,0.0,0.0
2025-04-03,40986.51953125,41173.62109375,40513.109375,40545.9296875,40545.9296875,941940000,0.0,0.0
2025-04-04,40097.8984375,40097.8984375,38264.87109375,38314.859375,38314.859375,1290100000,0.0,0.0
2025-04-07,37879.6484375,39207.01953125,36611.78125,37965.6015625,37965.6015625,1363960000,0.0,0.0
2025-04-08,38827.1015625,39426.6015625,37103.859375,37645.58984375,37645.58984375,1051220000,0.0,0.0
2025-04-09,37387.91015625,40778.69921875,37275.69140625,40608.44921875,40608.44921875,1412960000,0.0,0.0
2025-04-10,39996.9296875,39996.9296875,38427.69921875,39593.66015625,39593.66015625,1023490000,0.0,0.0
2025-04-11,39493.421875,40404.26953125,39255.2109375,40212.7109375,40212.7109375,742800000,0.0,0.0
2025-04-14,40546.1484375,40778.2890625,40159.01953125,40524.7890625,40524.7890625,667010000,0.0,0.0
2025-04-15,40527.8203125,40791.1796875,40346.94140625,40368.9609375,40368.9609375,529800000,0.0,0.0
2025-04-16,40179.48828125,40416.80078125,39394.75,39669.390625,39669.390625,737550000,0.0,0.0
2025-04-17,39745.578125,39745.578125,38950.30859375,39142.23046875,39142.23046875,657400000,0.0,0.0
2025-04-21,38906.0390625,38906.0390625,37830.66015625,38170.41015625,38170.41015625,604790000,0.0,0.0
2025-04-22,38516.23046875,39272.03125,38516.23046875,39186.98046875,39186.98046875,582330000,0.0,0.0
2025-04-23,39815.01171875,40376.109375,39487.140625,39606.5703125,39606.5703125,642550000,0.0,0.0
2025-04-24,39531.05078125,40157.91015625,39371.87109375,40093.3984375,40093.3984375,558120000,0.0,0.0
2025-04-25,40045.73046875,40137.30859375,39718.6796875,40113.5,40113.5,559040000,0.0,0.0
2025-04-28,40171.73828125,40414.1796875,39869.1015625,40227.58984375,40227.58984375,475930000,0.0,0.0
2025-04-29,40233.98046875,40630.48828125,40222.1796875,40527.62109375,40527.62109375,434830000,0.0,0.0
2025-04-30,40290.41015625,40777.16015625,39745.62890625,40669.359375,40669.359375,599760000,0.0,0.0
2025-05-01,40918.0390625,41099.51953125,40705.62890625,40752.9609375,40752.9609375,597270000,0.0,0.0
2025-05-02,40960.421875,41386.19140625,40960.421875,41317.4296875,41317.4296875,589870000,0.0,0.0
2025-05-05,41173.37890625,41445.91015625,41063.44140625,41218.828125,41218.828125,413440000,0.0,0.0
2025-05-06,41000.19140625,41164.328125,40759.41015625,40829.0,40829.0,416110000,0.0,0.0
2025-05-07,40956.078125,41266.91015625,40829.2890625,41113.96875,41113.96875,533870000,0.0,0.0
2025-05-08,41312.5703125,41773.21875,41167.76171875,41368.44921875,41368.44921875,514850000,0.0,0.0
2025-05-09,41405.48046875,41512.4296875,41150.73046875,41249.37890625,41249.37890625,373930000,0.0,0.0
2025-05-12,41899.05078125,42418.05078125,41899.05078125,42410.1015625,42410.1015625,653810000,0.0,0.0
2025-05-13,42507.328125,42507.328125,42132.0390625,42140.4296875,42140.4296875,729860000,0.0,0.0
2025-05-14,42150.08984375,42254.75,41952.859375,42051.05859375,42051.05859375,660230000,0.0,0.0
2025-05-15,41777.98046875,42351.421875,41777.98046875,42322.75,42322.75,736430000,0.0,0.0
2025-05-16,42356.19921875,42663.6796875,42232.55859375,42654.73828125,42654.73828125,621250000,0.0,0.0
2025-05-19,42542.80859375,42842.0390625,42337.7109375,42792.0703125,42792.0703125,536830000,0.0,0.0
2025-05-20,42735.109375,42800.0390625,42485.37109375,42677.23828125,42677.23828125,441530000,0.0,0.0
2025-05-21,42354.4609375,42439.26953125,41785.21875,41860.44140625,41860.44140625,607900000,0.0,0.0
2025-05-22,41763.6796875,42090.421875,41714.4296875,41859.08984375,41859.08984375,476080000,0.0,0.0
2025-05-23,41525.69921875,41788.609375,41354.08984375,41603.0703125,41603.0703125,497060000,0.0,0.0
2025-05-27,41849.0390625,42350.66015625,41849.0390625,42343.6484375,42343.6484375,501340000,0.0,0.0
2025-05-28,42361.62890625,42448.71875,42042.26171875,42098.69921875,42098.69921875,518840000,0.0,0.0
2025-05-29,42190.01953125,42266.0,41828.3515625,42215.73046875,42215.73046875,665310000,0.0,0.0
2025-05-30,42192.3515625,42376.078125,41906.16015625,42270.0703125,42270.0703125,796200000,0.0,0.0
2025-06-02,42199.94140625,42317.0,41853.62109375,42305.48046875,42305.48046875,454680000,0.0,0.0
2025-06-03,42304.5,42568.37890625,42186.44140625,42519.640625,42519.640625,504410000,0.0,0.0
2025-06-04,42574.12890625,42645.0,42427.73828125,42427.73828125,42427.73828125,409600000,0.0,0.0
2025-06-05,42487.890625,42601.44921875,42211.69140625,42319.73828125,42319.73828125,532850000,0.0,0.0
2025-06-06,42631.8203125,42924.55859375,42582.55078125,42762.87109375,42762.87109375,414540000,0.0,0.0
