Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2023-12-04,4290.0,4352.0,4244.0,4278.0,4047.2353515625,1090100,0.0,0.0
2023-12-05,4235.0,4273.0,4206.0,4206.0,3979.118896484375,1115100,0.0,0.0
2023-12-06,4175.0,4229.0,4155.0,4217.0,3989.52587890625,1156000,0.0,0.0
2023-12-07,4150.0,4173.0,4114.0,4134.0,3911.0029296875,1289700,0.0,0.0
2023-12-08,4117.0,4117.0,4045.0,4081.0,3860.862060546875,1575800,0.0,0.0
2023-12-11,4130.0,4162.0,4068.0,4094.0,3873.16064453125,1283800,0.0,0.0
2023-12-12,4140.0,4140.0,4091.0,4104.0,3882.621337890625,785000,0.0,0.0
2023-12-13,4078.0,4091.0,4027.0,4041.0,3823.01953125,1260700,0.0,0.0
2023-12-14,4066.0,4073.0,4004.0,4042.0,3823.9658203125,1114000,0.0,0.0
2023-12-15,4088.0,4264.0,4076.0,4238.0,4009.39306640625,2599200,0.0,0.0
2023-12-18,4250.0,4253.0,4210.0,4236.0,4007.50048828125,947400,0.0,0.0
2023-12-19,4195.0,4260.0,4141.0,4260.0,4030.206298828125,982500,0.0,0.0
2023-12-20,4283.0,4333.0,4275.0,4279.0,4048.181884765625,1181100,0.0,0.0
2023-12-21,4261.0,4294.0,4227.0,4239.0,4010.3388671875,751300,0.0,0.0
2023-12-22,4229.0,4259.0,4211.0,4232.0,4003.717041015625,594400,0.0,0.0
2023-12-25,4251.0,4258.0,4179.0,4181.0,3955.468017578125,428600,0.0,0.0
2023-12-26,4167.0,4199.0,4160.0,4187.0,3961.14404296875,659500,0.0,0.0
2023-12-27,4200.0,4252.0,4190.0,4229.0,4000.878173828125,868300,0.0,0.0
2023-12-28,4229.0,4309.0,4209.0,4297.0,4065.210205078125,608500,0.0,0.0
2023-12-29,4253.0,4273.0,4219.0,4246.0,4016.96142578125,851500,0.0,0.0
2024-01-04,4205.0,4281.0,4152.0,4275.0,4044.3974609375,1088800,0.0,0.0
2024-01-05,4246.0,4304.0,4242.0,4262.0,4032.098388671875,951300,0.0,0.0
2024-01-09,4248.0,4271.0,4176.0,4213.0,3985.74169921875,1312500,0.0,0.0
2024-01-10,4163.0,4213.0,4140.0,4189.0,3963.0361328125,1294600,0.0,0.0
2024-01-11,4199.0,4267.0,4194.0,4244.0,4015.0693359375,1484000,0.0,0.0
2024-01-12,4296.0,4298.0,4222.0,4240.0,4011.28515625,1213100,0.0,0.0
2024-01-15,4239.0,4258.0,4209.0,4253.0,4023.583740234375,155200,0.0,0.0
2024-01-16,4269.0,4273.0,4156.0,4156.0,3931.816162109375,1493600,0.0,0.0
2024-01-17,4159.0,4189.0,4089.0,4089.0,3868.430419921875,1924500,0.0,0.0
2024-01-18,4050.0,4110.0,4042.0,4042.0,3823.9658203125,1899800,0.0,0.0
2024-01-19,4100.0,4124.0,4067.0,4071.0,3851.401611328125,1397400,0.0,0.0
2024-01-22,4050.0,4080.0,4034.0,4073.0,3853.29345703125,1372900,0.0,0.0
2024-01-23,4094.0,4136.0,4052.0,4071.0,3851.401611328125,1403900,0.0,0.0
2024-01-24,4070.0,4097.0,4051.0,4090.0,3869.376708984375,1036300,0.0,0.0
2024-01-25,4116.0,4145.0,4090.0,4138.0,3914.787353515625,989600,0.0,0.0
2024-01-26,4130.0,4149.0,4065.0,4101.0,3879.783203125,971200,0.0,0.0
2024-01-29,4040.0,4125.0,4036.0,4124.0,3901.542236328125,1367900,0.0,0.0
2024-01-30,4147.0,4151.0,4091.0,4099.0,3877.890869140625,690000,0.0,0.0
2024-01-31,4099.0,4101.0,4063.0,4101.0,3879.783203125,888400,0.0,0.0
2024-02-01,4060.0,4090.0,4049.0,4058.0,3839.102783203125,1128800,0.0,0.0
2024-02-02,4065.0,4154.0,4064.0,4064.0,3844.77880859375,1399100,0.0,0.0
2024-02-05,4084.0,4109.0,4065.0,4089.0,3868.430419921875,893300,0.0,0.0
2024-02-06,4050.0,4058.0,3980.0,3984.0,3769.09423828125,2311900,0.0,0.0
2024-02-07,3986.0,4011.0,3975.0,4004.0,3788.015625,1230100,0.0,0.0
2024-02-08,3980.0,4014.0,3940.0,3987.0,3771.9326171875,1845000,0.0,0.0
2024-02-09,4039.0,4040.0,3936.0,4010.0,3793.69189453125,1632000,0.0,0.0
2024-02-13,4028.0,4090.0,3988.0,4078.0,3858.02392578125,1906100,0.0,0.0
2024-02-14,4041.0,4051.0,4006.0,4026.0,3808.828857421875,1513300,0.0,0.0
2024-02-15,4043.0,4043.0,3901.0,3974.0,3759.6337890625,1891500,0.0,0.0
2024-02-16,4018.0,4059.0,4005.0,4053.0,3834.372314453125,1481100,0.0,0.0
2024-02-19,4066.0,4125.0,4040.0,4105.0,3883.567626953125,1266300,0.0,0.0
2024-02-20,4091.0,4164.0,4045.0,4153.0,3928.97802734375,1935700,0.0,0.0
2024-02-21,4109.0,4114.0,4058.0,4108.0,3886.405517578125,1378300,0.0,0.0
2024-02-22,4108.0,4124.0,4067.0,4094.0,3873.16064453125,1191300,0.0,0.0
2024-02-26,4094.0,4114.0,4036.0,4036.0,3818.28955078125,1683500,0.0,0.0
2024-02-27,4023.0,4046.0,3998.0,4021.0,3804.0986328125,1232600,0.0,0.0
2024-02-28,4026.0,4035.0,3970.0,4001.0,3785.177490234375,1693500,0.0,0.0
2024-02-29,3950.0,3953.0,3873.0,3904.0,3693.40966796875,3889000,0.0,0.0
2024-03-01,3915.0,4011.0,3912.0,3961.0,3747.3349609375,2192300,0.0,0.0
2024-03-04,3968.0,4032.0,3951.0,3961.0,3747.3349609375,1382400,0.0,0.0
2024-03-05,4000.0,4009.0,3959.0,3973.0,3758.6875,1650700,0.0,0.0
2024-03-06,3964.0,3996.0,3951.0,3968.0,3753.95751953125,1309000,0.0,0.0
2024-03-07,3958.0,4072.0,3958.0,4004.0,3788.015625,2201200,0.0,0.0
2024-03-08,3987.0,4087.0,3963.0,4052.0,3833.42626953125,2539200,0.0,0.0
2024-03-11,4037.0,4038.0,3960.0,4002.0,3786.12353515625,1733100,0.0,0.0
