Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-10-27 09:30:00,531.7091064453125,533.7999267578125,529.010009765625,533.2249755859375,533.2249755859375,4991642,0.0,0.0
2025-10-27 10:30:00,533.260009765625,534.5800170898438,532.239990234375,532.6651000976562,532.6651000976562,2235243,0.0,0.0
2025-10-27 11:30:00,532.6475219726562,533.3800048828125,531.5999755859375,531.719970703125,531.719970703125,1341774,0.0,0.0
2025-10-27 12:30:00,531.7601928710938,531.8300170898438,530.4450073242188,530.7949829101562,530.7949829101562,1119767,0.0,0.0
2025-10-27 13:30:00,530.8200073242188,532.5709838867188,530.701171875,532.52001953125,532.52001953125,1203788,0.0,0.0
2025-10-27 14:30:00,532.5,533.6300048828125,532.2000122070312,532.8300170898438,532.8300170898438,1427951,0.0,0.0
2025-10-27 15:30:00,532.8101196289062,533.4400024414062,531.27001953125,531.4099731445312,531.4099731445312,2146625,0.0,0.0
2025-10-28 09:30:00,550.2899780273438,553.719970703125,542.4600219726562,545.6099853515625,545.6099853515625,10934438,0.0,0.0
2025-10-28 10:30:00,545.6016845703125,545.989990234375,542.1799926757812,543.3909912109375,543.3909912109375,3026807,0.0,0.0
2025-10-28 11:30:00,543.3699951171875,544.5399780273438,540.77001953125,542.5399780273438,542.5399780273438,2821643,0.0,0.0
2025-10-28 12:30:00,542.7000122070312,543.5139770507812,541.8300170898438,542.9400024414062,542.9400024414062,1806998,0.0,0.0
2025-10-28 13:30:00,542.969482421875,544.8499755859375,541.9299926757812,543.7708740234375,543.7708740234375,2093281,0.0,0.0
2025-10-28 14:30:00,543.7440185546875,545.5,543.1701049804688,544.6099853515625,544.6099853515625,2785468,0.0,0.0
2025-10-28 15:30:00,544.5999755859375,544.6597290039062,541.7999877929688,542.010009765625,542.010009765625,2627395,0.0,0.0
2025-10-29 09:30:00,544.9400024414062,546.27001953125,537.1701049804688,538.1950073242188,538.1950073242188,5940543,0.0,0.0
2025-10-29 10:30:00,538.1699829101562,539.5700073242188,537.5,537.6300048828125,537.6300048828125,2905116,0.0,0.0
2025-10-29 11:30:00,537.5750122070312,539.4199829101562,536.7286987304688,538.405029296875,538.405029296875,2621314,0.0,0.0
2025-10-29 12:30:00,538.405029296875,539.5798950195312,538.1300048828125,538.8300170898438,538.8300170898438,1760561,0.0,0.0
2025-10-29 13:30:00,538.6799926757812,539.9199829101562,537.9000244140625,539.8228149414062,539.8228149414062,2162474,0.0,0.0
2025-10-29 14:30:00,539.8400268554688,540.5499877929688,536.9500122070312,538.9000244140625,538.9000244140625,3517064,0.0,0.0
2025-10-29 15:30:00,538.8200073242188,543.1500244140625,538.1799926757812,542.5599975585938,542.5599975585938,3634678,0.0,0.0
2025-10-30 09:30:00,530.4949951171875,534.969970703125,524.1099853515625,528.52001953125,528.52001953125,10090514,0.0,0.0
2025-10-30 10:30:00,528.489990234375,530.969970703125,524.1199951171875,525.27001953125,525.27001953125,3610549,0.0,0.0
2025-10-30 11:30:00,525.344970703125,527.77001953125,522.1599731445312,526.655029296875,526.655029296875,3543001,0.0,0.0
2025-10-30 12:30:00,526.6500244140625,527.4949951171875,524.5700073242188,526.8726196289062,526.8726196289062,1591692,0.0,0.0
