ts,judgement,close,volume,gold,usdjpy,premium,residual,ema10,ema20,vol_peak,fx_used,gold_used
2025-12-03T17:38,WAIT,20055.0,585151,387.24,1.0,-0.0188,-0.0032,19860.8,19701.5,2270988,fallback:flat,gld.us
