ticker,close,stress_v,shk_act,shk_F,shk_stat,zscore,signal,dahs_v,regime_v,vwap20,vp_poc,pct_1d,rsi,name,vix_level
^VIX,16.49,0.1996,hold,NORMAL,OK,-1.043,HOLD,0,0.0,,,-0.006,37.44,恐怖指数（VIX）,VIX_NORMAL
