ts,judgement,close,volume,gold,usdjpy,premium,residual,ema10,ema20,vol_peak,fx_used,gold_used
2025-11-27T16:42,WAIT,19855.0,419730,383.12,1.0,-0.0335,-0.0052,19598.5,19522.2,3045058,fallback:flat,gld.us
